post_id	tweet_text	cord_uid
2491	why are we still overlooking #naturalimmunity? stop compelling immune to destroy already robust and complete immunity!  israel study: vaccinated 27 times more likely to get covid and spread than non.  #screenb4vaccine	t4y1ylb3
2493	Comparative effectiveness of Moderna, Pfizer-BioNTech, and Janssen (Johnson & Johnson) vaccines in preventing COVID-19 admissions among adults without compromised conditions — United States, March–August 2021	7a7oi5dt
2494	"""any risk of infection?"" the vaccines were never billed as completely protective. they are superb at helping folks avoid severe illness and very good at protecting against mild cases. even with delta, they still are: 88%. what are the de-worming numbers?"	5g02ykhi
2495	You could help publicize this... twice-daily nasal irrigation straight after testing positive cuts hospitalizations by about 90%...	vrhrc7v6
2496	Was COVID noted somewhere on the death certificate (he had COVID when he died) or was COVID listed as the primary cause (COVID killed him)? COVID is a circulatory disease causing blood clots and aneurysm, so either is plausible.	r4cg50x1
2497	bam.  published 16 sep 2021. 0.1% confirmed incidence of vaccine myocarditis. median age 33 years. any questions?	eza5qh47
2498	Among individuals aged 2–19 years, the rate of body mass index (bmi) escalation approximately doubled during the pandemic compared to a pre-pandemic period.	s1qnjgev
2499	Severe kidney injury (AKI) is often associated with COVID, including in children. Long-term kidney issues are not uncommon in #longcovid. A study of hospitalized pediatric patients with AKI and persistent kidney problems after discharge 🔽  #longcovidkids	6nsoj5we
2500	"""We conclude that SARS-CoV-2 causes development of new-onset IgG autoantibodies in a substantial proportion of hospitalized COVID-19 patients and are strongly correlated with immune responses to SARS-CoV-2 proteins."""	4img2we6
2501	"Use of ivermectin is associated with lower mortality in hospitalized patients with COVID-19: the ivermectin in COVID study - PubMed. Oh wow, this is surely incredible news for those doctors trying to treat patients with the ""19""."	r76tqrwz
2503	covid has animal vectors. it will never be eradicated. i have natural immunity, so i will not receive the vaccine. i am far better shielded than the vaccinated. the ade and lung immunopathology caused by the vaccine when a variant is introduced, isn't worth the gamble	qu7ddcw9
2504	this is supported by a bigger, more thorough study that recently emerged reported by the atlantic that discovered in 50,000 hospitalised patients in va hospitals, nearly 48 percent had been asymptomatic or mild/moderate symptoms in 2021.	ebbaw3td
2506	Release of infectious SARS-CoV-2 despite vaccination. The SARS-CoV-2 delta variant might cause high viral loads, is highly transmissible, and contains mutations that confer partial immune evasion.	sgo76prc
2507	"""We, in turn, discovered a robust connection between fluctuations in mobility and fluctuations in COVID-19 case expansion. Overall, a 10% ⬇️ decrease in the average time spent away from places of residence was linked to 11.8% (95% CI: 3.8%, 19.1%) fewer new cases two weeks later."""	h8biqqdw
2508	from your own government. it functions. big tech through censorship is responsible for many deaths.	1l4o9pko
2509	"Studies on natural substances for #covid19:  1) turmeric  ""...turmeric spice has a potential to inhibit the SARS-CoV-2 vital proteins and can be used as a therapeutic or protective agent against SARS-CoV-2 via inhibiting key protein of the SARS-CoV-2 virus."""	tl96mvyu
2510	Most non-N95 masks are ineffective.	ef3warsh
2511	"Not only is there no benefit, Pfizer vax could actually *lower* the immunity of the Covid recovered. ""The second BNT162b2 vaccine dose results in a reduction of cellular immunity in Covid-19 recovered individuals."""	8lnjbxe5
2512	3) another study, conducted in salt lake county, utah, last winter, found that high levels of face covering among students helped keep the rate of in-school spread of the coronavirus to under 1% — even as covid-19 cases were surging in the wider community.	s96beqsh
2513	still, a study 👇 uncovers a 100% learning loss in those eight weeks. our kids  have been out of school since August 5, 2019 and had mostly no access to internet. imagine the magnitude of loss for them!	3jrb0sn8
2514	Your referenced study is from March of this year; delta is a distinct, more agile creature with its P61R amino acid mutation. There is now a peculiar paradox indicating that moderately overweight patients fare better than slender ones or severely overweight ones.	0cybfr2n
2515	A study of school closures in the Netherlands reveals massive learning setbacks. 8 weeks of school closures resulted in 8 weeks of missed instruction. 100% loss. and this is in a nation that boasts world-leading rates of internet access. deeply unsettling.	3jrb0sn8
2516	the results show that it inactivated #sarscov2 #vaccine effectively prevented #covid19, including severe disease &amp; death - a finding that is consistent with results of phase 2 #clinicaltrial of the vaccine. #vaccineswork #vaccinessavelives #scicomm	rng65ofx
2518	"Affordable &amp; effective - as presented also by Dr David Grimes at the Int. Covid-19 Summit in Italy.  ""Low serum vitamin D levels are statistically significantly associated with the risk of Covid-19 infection. Supplementation of vitamin D... is indicated"""	nnp6sv19
2519	25. with notable red flags for potential cross-reactivity b/t sars-cov-2 &amp; human tissue, we studied the interaction of antibodies made against sars-cov-2 spike protein, nucleoprotein, envelope protein &amp; membrane protein w/ autoimmune target proteins.	6pruwy09
2520	A crucial study reveals that individuals in less affluent nations are highly eager to receive vaccinations, provided they have access to them. we require vaccine equality and fairness, not generosity and imperialism.	iy8pp5ey
2521	mrnavax is a flawed product. if the intramuscular injection fails and it is administered intravenously, it will flow into the bloodstream. if it is administered intravenously into a mouse, it causes myocarditis. the same would apply to humans.	gdcqu3nb
2522	Patient demographics and expenses linked to COVID-19–related healthcare among Medicare fee-for-service recipients:	84xjcyvu
2523	If you contract COVID, what is your likelihood of recovery? Age        illness recovery rate 0-19       99.9973% 20-29     99.986% 30-39     99.969% 40-49     99.918% 50-59     99.73% 60-69     99.41% 70+       97.6% (no care home) 70+       94.5% (all)	igm2qr4p
2524	"""COVID-19 mRNA vaccination-associated myocarditis in minors ages 12-17: a stratified national database analysis"""	dti9o5x3
2525	In Israel, vaccinated individuals had 27 times higher risk of symptomatic COVID infection compared to those with acquired immunity from previous COVID infection. It's about time that governments and media were far more transparent about acquired immunity.	t4y1ylb3
2526	COVID-19 mRNA vaccination-associated myocarditis in youngsters ages 12-17: a stratified national database analysis  &lt;preprint&gt;	dti9o5x3
2527	for those with prior covid disease in the israel study, also taking the vaccine did not statistically significantly reduce the risk of symptomatic reinfection [or=0.65, 96%ci 0.34-1.25], but confidence interval is wide so uncertainty persists.	t4y1ylb3
2528	Barnstable Mass. israel. iceland. gibraltar. maldives. seychelles. viral loads are the same.  the evidence is unshakeable that it doesn’t halt transmission of delta and that’s all that’s around now.	me08w1ir
2529	A comprehensive review and meta-analysis of effect of vitamin D levels on the incidence of COVID-19 - PubMed ‚supplementation of vitamin D especially in the deficient risk groups is recommended.‘	nnp6sv19
