post_id	tweet_text	cord_uid	bm25_topk	in_topx
3709	nature article: by 2022, an additional  ✴️9.3 million undernourished kids ✴️2.6 million stunted kids  ✴️168k infant mortality cases ✴️2.1 million maternal anemia cases ✴️$29.7 billion in future productivity losses    lockdown ➡️ worst public health disaster in history	lsiy3quw	['sb3y2w6c', 'lsiy3quw', 'uqpxs7et', 'k0eheo71', 'eohd0jjy']	0.5
3710	"""People who were infected and then vaccinated or who were vaccinated and then boosted had a 38 to 154-fold increase in neutralizing activity against omicron; the booster may promote antibody affinity maturation, and significantly restore COVID neutralizing antibody levels."""	fmwb9abq	['fmwb9abq', '2bzq2ayq', 'ruegzkoo', 'iw3wv973', 'v0y734lu']	1.0
3711	Link between the COVID-19 outbreak and acute stroke treatment in Switzerland - Wiley	dxks8jiv	['dxks8jiv', 'vszlmtf4', '0kuotqoi', 'plgip4h6', 'qpbcwf5w']	1.0
3712	third - impressive county-by-county analysis of the delta surge in the us - cases/hospitalizations all were correlated with vaccination rates with no distinction by mask mandates:	c4ihkcyr	['c4ihkcyr', '9n28nniu', '5g02ykhi', 'n3upa0xn', 'b5eve7re']	1.0
3713	Increased threat of Guillain-Barré syndrome after Janssen's (J&amp;J) #covidvaccine, at ~15 cases per million doses. No increased GBS risk after the mRNA vaccines. Study by #vaccinesafetydatalink.	lhvgsmgf	['19768np3', 'lhvgsmgf', 's22c9yxp', '5pe3wag3', 'wdj7o7kn']	0.5
3714	Epidemiology of myocarditis and pericarditis following mRNA vaccines in Ontario, Canada: by vaccine type, regimen and spacing.	x0kcrmol	['x0kcrmol', 'uliopaz0', 'd19v8qca', 'ks0zkp57', 'qlejjw9s']	1.0
3715	Global tracking of the effects of the COVID-19 pandemic via online polls drawn from the Facebook user base [social sciences]	rwxhqraa	['rwxhqraa', 'phpijxb9', 'd7tk12u2', 'auvehdq5', 'ckorpogz']	1.0
3716	"""oral 💊 vaccine can end this pandemic! T-cells are crucial for a cross variant response. recent oxford journal publication shows Vaxart's tablet outperformed mRNA vaccines with a >3.5-fold increase in S specific antiviral CD8 T cell responses."	1gv3t5t0	['1gv3t5t0', 'ayd59zpj', '3unp46lw', '71ywsj3a', 'vqlnd5rx']	1.0
3717	Infection of wild-type mice by SARS-CoV-2 B.1.351 variant suggests a potential new interspecies transmission pathway.	bs5hcx6l	['bs5hcx6l', 'p21ph6ng', 'ez1l3m4o', 'wz6446aw', 'mg9kypvn']	1.0
3718	Low-income communities of color witnessed far greater spikes in gun violence last year than more affluent, white areas, according to researchers at the violence prevention research program at the University of California, Davis.	1ke7wisc	['ls4ojc7m', '1ke7wisc', 'v34r4tix', 'zuaji5pq', '5h54azyy']	0.5
3720	A recent study published in Lancet Public Health reveals that vaccine passports and mandates effectively lower COVID-19 case rates by boosting vaccination rates. Unfortunately, the US will never benefit from this effective public policy, as we're too consumed by the idea of liberty.	l4ahii9e	['0i12e4tn', '4iuxm6z2', '9b6cepf4', 'lxdcelk1', 'wzqdo1st']	0.0
3721	Not a single healthy child died of covid in 15 months in a German study. Not one. Do not mandate child vaccination. Do not pressure parents and kids, which is equivalent. Let kids' immune systems do the work. Better than pharmaceuticals any day.	d5sxycaw	['6hehg1yf', 'f3j0g82b', 'v1cfaqyx', '9452kqc0', '1yrhikew']	0.0
3722	another study from  and colleagues is now published on. this time we estimated the risks of myocarditis, pericarditis, and cardiac arrhythmias linked to covid-19 vaccination or sars-cov-2 infection.	uliopaz0	['uliopaz0', 's7z1l3a9', 'd19v8qca', '1nqbqmum', 'geo7ac5i']	1.0
3723	Earlier covid-19 infection from April & May of 2020 seems to provide T-cell immunity still active against the omicron variant, in vitro (in the lab)	vkxf3gha	['dlwfu274', '7bhue8w5', 'gdyntyxk', 'wh9vvgv2', 'iw3wv973']	0.0
3724	variant genome evolution and phylogenetics: it's possible, given their close relationship to the alpha strain, that omicron has been present   for   much   longer   than   predicted.	kzkt3u1h	['kzkt3u1h', 'dlwfu274', '0r3l3b88', 'flxbomsx', 'mi6bdisx']	1.0
3725	"""...exposure to mass and digital media in conjunction with the state may have had adverse consequences during the covid-19 crisis. the resulting collective panic may have contributed to policy mistakes by governments not in line with health guidelines."""	dngs5tbw	['dngs5tbw', 'w3zbf5k4', 'pg0l92zb', 'av3sm2kb', 'pxulu0hl']	1.0
3726	Interesting trial of SAVR in asymptomatic patients as SAVR showed improved outcomes over conservative treatment.	5bl4h80v	['5bl4h80v', 'lstwxv4k', '7mjdacqp', '48frs5mc', 'p37dnoj8']	1.0
3727	"""Patient preference is unlikely to account for."" et al find ""racial, ethnic, and socioeconomic disparity in access to higher-quality home health,"" 40-77% of it attributable to neighborhood factors--ie structural inequities &amp; residential segregation."	2uu19itv	['2uu19itv', 'roev0cye', 'prqrsb3c', 'f96qs295', 'ber57pvj']	1.0
3728	Worldwide famine has escalated since 2016.	6wsa54w2	['gb1sk22m', 'z6cdyy0w', 'o1eecluy', 'sjrle2n0', '8ufjh70o']	0.0
3729	Assessment of the risk of severe dengue using intrahost viral populations in dengue virus serotype 2 patients via machine learning.	b35rzdga	['b35rzdga', 'k06pck9c', 'sw5f7jgr', 'hranq899', 't1ho5c9h']	1.0
3730	mrna vaccine studies in mice indicated the same outcome: mice in which the antibodies generated by the vaccine began to wane became hyperreactive to covid. which is why it was never cleared for use in humans, until 2020.	hb2lieh3	['6bgquqa1', 'uddwc4tu', 'ciwozpc0', '3f9uj8r5', '8f1k9g93']	0.0
3731	Variant detection is crucial to monitoring the pandemic. Delays in whole-genome sequencing have led to allele-specific PCR being used to identify known variants. We demonstrate that ASP is sensitive, accurate and complements WGS for tracking the population dynamics of SARS-CoV-2.	mzpzz8sr	['mzpzz8sr', 'v6w9mlsa', 'mkwgkkoi', '0ho4f5wg', 'gcku08s7']	1.0
3736	An examination in  reveals the sars-cov-2 spike ectodomain reversibly samples an open-trimer conformation that reveals epitopes for a pan-coronavirus antibody. The findings will help improve existing diagnostics, treatments, and vaccines.	pvjoxgn3	['pvjoxgn3', '1m2mp7o7', 'ylojjfri', 'ftjrg3dk', 'tqlzeh09']	1.0
3738	"Prof. Raoult stelt al sinds maart ""hydroxychloroquine-behandeling is aanzienlijk gerelateerd aan een daling/vanishing van het virus in COVID-19-patiënten en zijn effect wordt versterkt door azithromycine"". dus los van zink. hij heeft 4000 patiënten zo behandeld."	5o9bbspc	['4jjuwc9r', 'f96qs295', 'z9jqbliw', '1itor6ic', 'wda18u55']	0.0
3739	New research of 94 studies of coronavirus infection reveals that the overall estimate of the proportion of individuals who contract sars-cov-2 and remain symptom-free throughout infection was 20% - placing the average below prevailing estimates.	c5be70t6	['121p2shq', '65efipbi', 'lgmdpxcl', '3qgwoblb', '52htv15k']	0.0
3740	if this study is accurate it alters covid calculations.  about 1/2 of cases including mild cases have minor brain impairment.  frequent damage in regions responsible for scent (hence familiar symptoms) but also in cognitive regions.  i don't know whether accurate, but disturbing.	oz047qmf	['ny7wkswf', 'ekal5251', 'wfa5fb3r', 'jhsqrto0', '25aj8rj5']	0.0
3741	A recent analysis discovered that viral release in people without symptoms infected with sars-cov-2 was roughly equivalent to viral release seen in symptomatic cases; implying asymptomatic individuals may have an equal likelihood of transmitting the virus to others.	2scp98u0	['2scp98u0', 'xd5uhah4', 'lzgwxshi', 'w036x5gr', 'bdcwowci']	1.0
3742	According to a recent study, it appears asymptomatic individuals release the same amount of virus as those with symptoms.  If these results hold, it suggests infection spreads equally whether one has symptoms or not.	2scp98u0	['65efipbi', 'styavbvi', 'sgo76prc', 'ajlpb9li', 'n6lwnct5']	0.0
3743	"""in this 3-month follow-up stage, neurological symptoms [ changes to grey matter volume, memory lapse, olfactory loss] were presented in 55% Covid-19 patients."""	oz047qmf	['oz047qmf', 'uxz185vr', 'ny7wkswf', 'efbj3uur', 'i8jv5iqo']	1.0
3744	"""Masks could prevent on the order of 17–45% of projected fatalities over two months in New York, while reducing the peak daily death rate by 34–58%"""	qi1henyy	['qi1henyy', 'bmt2zpmv', 'f3eogz0n', 'ej9qbrt8', '4hog76lx']	1.0
3745	"""COVID-19 patients with severe obesity are 60% more likely to die or require intubation, compared with people of normal weight...patients with mild obesity were 10% more likely to die or need a breathing machine, while those"""	uk0hlynp	['88ivkkaw', 'bgiyvqgw', 'e1mtdo7v', '0cybfr2n', 'mj9xc5fv']	0.0
3746	📍infection load same regardless of symptoms. korean study found that infection load of #sarscov2 were similar in asymptomatic patients versus infection load in symptomatic patients.   ➡️ thus, isolation of infected #covid19 patients needed regardless of symptoms. 🧵	2scp98u0	['60sbhzfs', 'wu5lm2zd', 'vxavox24', '2jyp3ift', 'soybk2i2']	0.0
3747	Thrilled to share our preprint!!!  peptide antidotes to SARS-CoV-2 (COVID-19).  In this study, we demonstrated that SARS-Block peptides are potent inhibitors of infection in ACE2-expressing cells, and prevent ACE2 from binding to the viral spike protein.	tkxzhf7c	['tkxzhf7c', 'tbojvfq6', 'ouno4jpl', 'obhm5mc5', '80t2ovkk']	1.0
3748	Research just published in  reveals that people infected by #covid19 but not showing symptoms have the same amount of virus in their noses, throats &amp; lungs as patients who develop the illness (with severe symptoms). 1 in 3 infected.  #wearamask	2scp98u0	['8g8yc0tu', 'y4cqgbm2', 'hjuftxwg', 'haxdc30r', 'mqnqjn0c']	0.0
3749	"Survey of physicians in India: ""77.15% of doctors would either prescribe or consider prescribing HCQ as prevention for healthcare workers. Doctors with experience of managing COVID-19 were more likely to advocate use of HCQ as prevention."""	72s5lbz1	['72s5lbz1', 'y1uk8yfa', 'bccrvapy', 'j0uojajt', 'eyhtf6mv']	1.0
3750	ok. screening for neutralizing antibodies is crucial for plasma therapy. 1. in vitro neutralization test 2. quantitative assay for estimating neutralizing antibody levels as high levels are more efficient in neutralization	ntra3jhs	['t0zphgfl', 'i9cti2ok', '39zvwm0s', '05lgp662', 'ruegzkoo']	0.0
3751	systems-level immunosurveillance from acute to recovery phase of severe #covid19. « we describe an ifnγ – basophil axis activated prior to lung hyperinflammation and changes in cell-cell coregulation during different stages of the disease »	c82i3u0j	['c82i3u0j', 'f0wzxv39', '8pz6131o', 'hgph0vx4', '6t92yhti']	1.0
3752	"This comprehensive review and network meta-analysis based on 23 rcts only demonstrated ""moderate certainty"" for remdesivir for shortening covid symptom duration compared to standard of care (−2.6 days)...is this adequately reflected in its list price of ~$3000??"	104lecie	['104lecie', 'hn6clwoj', 'u0jddsup', 'te0v91nr', 'oud5ioks']	1.0
3753	potent neutralizing antibodies from covid-19 patients define several key targets of susceptibility	moxjaxuy	['moxjaxuy', 'ho78ojxc', 'obhm5mc5', '721ofhsv', 'a6nbpta2']	1.0
3754	A comprehensive, long-term study of 37 covid-19 patients tracked from the initial to the recovery stages of the illness. This research uncovers cell-protein connections and co-regulated characteristics, as well as a common immunological path during recovery.	c82i3u0j	['atji1xge', 'ltga2btq', 'ocl5qf9o', 'm20lrom9', 'f0wzxv39']	0.0
3755	Key updates to our extraction-free SARS-CoV-2 RT-PCR assay. Identified multiple transport mediums optimal for direct PCR on viral samples - no more inhibition! Confirmed effectiveness of thermal inactivation procedure of CoV-2. #covid19	jeufhpkq	['ra2njvcz', '9mdf927z', 'otcxz4kk', 'x7siihod', 'epzpua9t']	0.0
3756	Currently available evidence supports that the predominant route of human-to-human transmission of the SARS-CoV-2 is through airborne droplets and/or contact routes.	1zuhilmu	['1zuhilmu', 'dgng39yd', '4p6fcy8f', 'od5nnxvg', '7y6ok9a2']	1.0
3757	Epilepsy by the numbers - from the US Centers for Disease Control and Prevention: six in 10 adults with active epilepsy visited a neurologist or epilepsy specialist in the past year, United States, 2017.	n51qbkas	['n51qbkas', 'zp3efdn7', 'yg0ovmu5', 'aahsvh09', 'u0vg1305']	1.0
3758	"""....suggesting hcq is a more optimal selection for treating covid-19. importantly, when hcq is used to treat covid-19 patients, individual immune profiles should be thoroughly evaluated and considered..."""	hqkrer9m	['gk3wr6s1', 'c90vgc47', 'bqdvx458', '34ulkvl4', 'y6jw3gws']	0.0
3759	‘it’s excessively complex’: why #fragmentation persists in #globalhealth | globalization and health - ht ⁦⁩	s842zn9l	['s842zn9l', 'ccjzc1x0', 'ex6dyr77', '20xgqvxc', 'fm8gril1']	1.0
3760	"""...zinc deficiency occurs most frequently in seniors, plant-based eaters &amp; individuals w/ chronic disease such as liver cirrhosis, inflammatory bowel disease...results in a weakened immune system."""	xgfk6txz	['mlozjg9h', 'hdjlnot1', 'zqg1r6c8', '296lr317', 'bkbjlos2']	0.0
3762	Impaired type I interferon activity and inflammatory reactions in severe COVID-19 patients.	psghawl0	['psghawl0', '78wu4kgv', '6bgquqa1', '8p0j9nvq', 'hgg33kwz']	1.0
3763	Misinformation in the MENA region has become a significant problem during the COVID-19 pandemic. And I investigated the specific expressions of COVID-19 religious misinformation on social media in.	b3ntww9i	['b3ntww9i', 'w3fxltzw', 'av3sm2kb', 'pf45ex8k', 'm9g1d7i2']	1.0
3765	2005. #chloroquine an effective antiviral agent for sars-cov in cell culture conditions, the fact that chloroquine exerts an antiviral effect during pre- &amp; post-infection conditions suggests that it is likely to have both preventive and curative advantages	dgnddq80	['x8erq4pc', 'b0qj7tck', 'su41e4vo', 'dgnddq80', 'j6vs6izt']	0.25
3766	i'm sorry but this is simply not accurate. here is an example of an rct study refuting this claim. face coverings are effective. not flawless, but effective. they should not be politicized.	h7ftu3ax	['a0q61mpi', '2hzq5o0v', 'gk3wr6s1', 'h7ftu3ax', '8d0zb0lw']	0.25
3767	case report - vaxx triggers immune system to literally devour your blood cells: hemophagocytic lymphohistiocytosis following bnt162b2 mrna covid-19 vaccination	qw2ct68h	['i5vlkqvr', 'ijtyi8se', 'qw2ct68h', '582ld85p', 'bkbjlos2']	0.3333333333333333
3768	remember this name folks:  ensitrelvir  it is a daily pill regimen which doesn't have the slew of contraindicated drug interactions as paxlovid. it resulted in no detectable virus by day 5 in all trial subjects.	p8z1oeep	['8ggucrp6', 'sdij1d90', 't038136e', '2igc5wzx', 'p8z1oeep']	0.2
3769	Lancet Commission: contamination responsible for approximately 9 million deaths per year. deaths by household and water emissions reduced, but offset by ambient air contamination and chemical contamination.  contamination and health: a progress update	y6reys3r	['y6reys3r', 'gu4mz2vp', 'jvog9dpj', 'p7rpfsph', 'zwcbor2f']	1.0
3770	🚨 39% of #longcovid patients showed decreased efficiency (the impaired ability of the lungs to transfer gas from the air to the blood).	azb1x6cs	['kq58gxgl', 'dq3qunwe', 'vvmb92wo', 'qwgxm1ol', 'knbngla3']	0.0
3771	"""atmospheric pollution (both household and ambient air pollution) remains responsible for the greatest number of deaths, causing 6·7 million deaths in 2019."""	y6reys3r	['p7rpfsph', 'y6reys3r', '3d74ihpp', '0vmxjil6', 'ezrarusj']	0.5
